id,pollutant_id,Prediction_LDA,Prediction_Bayes
3298,NO2,CO,CO
3299,NO2,OZONE,OZONE
3300,CO,NO2,NO2
3301,OZONE,NO2,NO2
3302,NH3,NH3,SO2
3303,CO,NO2,NO2
3304,OZONE,NO2,NO2
3305,NO2,SO2,SO2
3306,CO,OZONE,OZONE
3307,CO,OZONE,OZONE
3308,PM10,PM2.5,PM2.5
3309,NO2,OZONE,OZONE
3310,OZONE,CO,NO2
3311,PM10,PM10,PM10
3312,NH3,SO2,SO2
3313,SO2,NO2,NO2
3314,OZONE,OZONE,OZONE
3315,NH3,SO2,SO2
