id,pollutant_id,Prediction_LDA,Prediction_Bayes
0,SO2,NH3,SO2
1,SO2,NO2,NO2
2,NH3,SO2,SO2
3,CO,NO2,NO2
6,CO,NO2,NO2
7,PM10,CO,NO2
8,CO,NO2,NO2
9,PM2.5,CO,CO
11,PM2.5,PM10,PM10
13,SO2,NO2,NO2
14,OZONE,NO2,NO2
15,PM2.5,PM10,PM10
17,NH3,NO2,NO2
18,CO,NO2,NO2
19,NH3,NO2,NO2
23,SO2,NH3,SO2
24,CO,OZONE,CO
25,SO2,NH3,SO2
27,OZONE,NO2,NO2
28,NO2,NH3,NO2
29,CO,NO2,NO2
32,OZONE,SO2,NO2
33,PM2.5,PM10,PM10
34,OZONE,NO2,NO2
35,NO2,PM10,PM10
36,NH3,SO2,NO2
37,OZONE,NO2,NO2
39,CO,OZONE,OZONE
41,PM2.5,PM10,PM10
42,OZONE,CO,CO
43,NO2,OZONE,OZONE
44,CO,PM10,PM10
47,NO2,PM10,PM10
48,NH3,NO2,NO2
50,CO,PM2.5,PM2.5
53,NH3,SO2,SO2
54,OZONE,SO2,SO2
55,PM2.5,SO2,SO2
56,NO2,CO,CO
57,SO2,OZONE,OZONE
59,PM2.5,PM10,PM10
61,CO,OZONE,OZONE
62,NO2,OZONE,OZONE
63,NO2,NH3,NO2
64,SO2,NH3,SO2
65,OZONE,NH3,SO2
66,PM2.5,NH3,NO2
67,PM2.5,PM10,PM10
68,NO2,NH3,SO2
69,NO2,CO,NO2
70,NO2,PM10,PM10
71,PM2.5,CO,CO
72,PM10,SO2,SO2
73,NO2,CO,CO
74,PM2.5,SO2,SO2
80,NO2,CO,CO
82,PM10,PM2.5,PM2.5
84,CO,PM2.5,PM2.5
85,PM10,PM2.5,PM2.5
86,OZONE,NO2,NO2
87,PM2.5,PM10,PM10
89,NO2,OZONE,OZONE
92,SO2,NH3,SO2
94,CO,OZONE,OZONE
95,SO2,NH3,NO2
97,CO,PM10,PM10
98,PM10,PM2.5,PM2.5
103,PM10,PM2.5,PM2.5
104,SO2,NH3,SO2
105,NO2,NH3,NO2
111,SO2,NH3,SO2
112,SO2,NH3,SO2
113,PM10,NH3,SO2
114,NO2,CO,CO
116,SO2,OZONE,OZONE
117,PM10,PM2.5,PM2.5
121,PM10,PM2.5,PM2.5
122,NO2,PM2.5,PM2.5
123,PM10,PM2.5,PM2.5
126,CO,OZONE,OZONE
127,NO2,NH3,SO2
128,CO,OZONE,OZONE
129,SO2,NH3,SO2
130,OZONE,NH3,SO2
131,NO2,NH3,SO2
132,OZONE,NH3,SO2
133,PM2.5,CO,CO
136,NO2,NH3,SO2
137,NO2,NH3,SO2
139,SO2,CO,CO
140,OZONE,NH3,NO2
141,PM10,CO,CO
142,SO2,NH3,SO2
144,PM2.5,PM10,PM10
146,CO,OZONE,OZONE
147,OZONE,SO2,SO2
148,NO2,PM10,PM10
149,CO,SO2,NO2
151,SO2,NH3,SO2
152,SO2,NH3,SO2
154,SO2,NH3,SO2
155,CO,OZONE,OZONE
160,NO2,NH3,SO2
162,CO,OZONE,OZONE
163,SO2,NH3,SO2
165,NO2,NH3,SO2
167,PM10,PM2.5,PM2.5
169,NO2,OZONE,NO2
170,SO2,NH3,SO2
172,SO2,OZONE,OZONE
173,OZONE,NH3,SO2
175,NO2,SO2,SO2
177,OZONE,SO2,NO2
179,SO2,NO2,NO2
182,OZONE,SO2,NO2
183,PM2.5,PM10,PM10
186,NO2,SO2,SO2
187,OZONE,NO2,NO2
188,PM2.5,PM10,PM10
190,PM2.5,PM10,PM10
191,NO2,SO2,SO2
192,NH3,SO2,SO2
197,SO2,NO2,NO2
198,OZONE,SO2,SO2
199,PM10,NH3,NO2
200,PM10,CO,CO
201,NO2,NH3,SO2
204,CO,NO2,NO2
205,SO2,NH3,SO2
206,PM2.5,PM10,PM10
207,SO2,NH3,SO2
208,PM2.5,CO,NO2
209,NO2,NH3,SO2
210,CO,NH3,NO2
212,NO2,NH3,SO2
213,SO2,NH3,SO2
214,NO2,NH3,SO2
215,OZONE,NH3,SO2
217,CO,NH3,SO2
218,PM10,NO2,NO2
219,SO2,NH3,SO2
220,NO2,NH3,SO2
223,SO2,NH3,SO2
224,CO,OZONE,OZONE
226,CO,NO2,NO2
228,PM10,NO2,NO2
229,SO2,NH3,SO2
230,CO,NO2,NO2
232,PM2.5,NO2,NO2
233,PM10,NO2,NO2
234,PM10,NO2,NO2
235,OZONE,CO,CO
236,PM10,PM2.5,PM2.5
237,CO,NO2,NO2
238,OZONE,SO2,SO2
239,PM10,NH3,SO2
240,NO2,NH3,SO2
241,CO,NO2,NO2
242,PM2.5,OZONE,OZONE
243,NO2,SO2,SO2
244,CO,OZONE,OZONE
245,NH3,SO2,SO2
246,OZONE,SO2,NO2
247,SO2,NO2,NO2
249,PM2.5,NO2,NO2
253,SO2,NH3,SO2
255,CO,NO2,NO2
257,PM2.5,NH3,SO2
258,SO2,NH3,SO2
259,OZONE,SO2,SO2
260,CO,SO2,NO2
261,PM2.5,PM10,PM10
263,NO2,CO,CO
264,NO2,OZONE,OZONE
265,SO2,NH3,SO2
266,CO,NO2,NO2
269,NO2,OZONE,CO
270,NH3,SO2,SO2
272,PM2.5,PM10,PM10
273,PM10,CO,CO
274,CO,OZONE,OZONE
277,PM2.5,PM10,PM10
278,SO2,NH3,SO2
281,CO,OZONE,NO2
283,SO2,NO2,NO2
284,NO2,OZONE,OZONE
288,NO2,NH3,SO2
289,SO2,NH3,SO2
292,NO2,CO,CO
294,CO,NO2,NO2
296,NO2,PM10,PM10
297,OZONE,SO2,NO2
298,CO,NO2,NO2
300,PM2.5,PM10,PM10
303,CO,NO2,NO2
304,PM2.5,PM10,PM10
305,PM10,PM2.5,PM2.5
306,CO,OZONE,OZONE
313,CO,NO2,NO2
314,OZONE,SO2,SO2
315,NO2,CO,CO
318,PM2.5,CO,CO
322,OZONE,SO2,SO2
323,NO2,SO2,SO2
324,PM2.5,OZONE,OZONE
325,NH3,SO2,SO2
327,OZONE,SO2,SO2
329,NH3,SO2,SO2
332,CO,PM10,PM10
334,CO,NO2,NO2
335,CO,OZONE,OZONE
336,NO2,SO2,SO2
338,NH3,SO2,SO2
339,OZONE,CO,CO
344,NO2,CO,CO
346,CO,NO2,NO2
347,NO2,SO2,SO2
348,CO,NO2,NO2
350,PM10,NH3,SO2
351,OZONE,NH3,SO2
352,NO2,SO2,SO2
353,CO,OZONE,OZONE
354,SO2,NH3,SO2
357,PM2.5,PM10,PM10
358,SO2,NH3,SO2
362,CO,NH3,NO2
363,SO2,NH3,SO2
364,NO2,NH3,SO2
365,SO2,NO2,NO2
366,NO2,OZONE,OZONE
367,SO2,CO,CO
369,NH3,SO2,SO2
371,PM10,PM2.5,PM2.5
373,PM10,PM2.5,PM2.5
374,CO,SO2,NO2
375,NO2,SO2,SO2
376,OZONE,SO2,SO2
378,PM10,PM2.5,PM2.5
380,SO2,NO2,NO2
381,NO2,PM10,PM10
382,NH3,NO2,NO2
383,CO,OZONE,OZONE
384,PM2.5,NO2,NO2
385,PM2.5,SO2,SO2
387,OZONE,PM2.5,PM2.5
389,NH3,SO2,SO2
390,PM2.5,NO2,NO2
391,PM10,NO2,NO2
392,NO2,NH3,SO2
393,CO,OZONE,OZONE
394,CO,SO2,SO2
395,OZONE,NO2,NO2
396,OZONE,NO2,NO2
398,SO2,NH3,SO2
399,CO,OZONE,OZONE
400,CO,NO2,NO2
401,PM10,CO,CO
402,CO,NO2,NO2
404,SO2,NH3,SO2
405,PM2.5,PM10,PM10
406,NO2,NH3,SO2
408,CO,NO2,NO2
409,NO2,OZONE,OZONE
410,PM2.5,PM10,PM10
411,PM10,NO2,NO2
412,NO2,SO2,SO2
418,CO,SO2,SO2
419,SO2,CO,CO
420,PM2.5,PM10,PM10
422,SO2,NH3,SO2
423,CO,NH3,SO2
424,PM2.5,PM10,PM10
426,NO2,SO2,SO2
432,CO,SO2,NO2
434,PM2.5,PM10,PM10
435,CO,NO2,NO2
436,NO2,NH3,SO2
438,SO2,NH3,SO2
442,CO,NO2,NO2
444,NO2,NH3,SO2
445,SO2,NH3,SO2
448,CO,OZONE,OZONE
452,CO,NO2,NO2
453,CO,NO2,NO2
456,PM10,PM2.5,PM2.5
457,NO2,NH3,SO2
459,NO2,OZONE,OZONE
465,CO,OZONE,OZONE
467,NO2,PM10,PM10
470,NH3,SO2,SO2
471,NO2,OZONE,OZONE
476,NH3,SO2,SO2
478,CO,NO2,NO2
485,NO2,SO2,SO2
486,OZONE,NO2,NO2
487,NH3,SO2,SO2
490,PM10,PM2.5,PM2.5
491,NH3,NO2,NO2
493,NH3,SO2,SO2
494,PM2.5,NH3,SO2
495,CO,NH3,SO2
496,NO2,PM10,PM10
497,PM2.5,PM10,PM10
498,PM2.5,CO,NO2
499,PM10,CO,CO
501,PM2.5,PM10,PM10
503,OZONE,NH3,SO2
504,PM2.5,NH3,SO2
505,NO2,NH3,SO2
506,SO2,NH3,SO2
507,PM2.5,CO,NO2
508,OZONE,NH3,SO2
509,CO,SO2,SO2
510,OZONE,SO2,SO2
511,PM10,SO2,SO2
514,CO,OZONE,OZONE
515,PM10,NO2,NO2
519,CO,NO2,NO2
520,SO2,NH3,SO2
521,CO,NH3,SO2
522,SO2,NH3,SO2
523,OZONE,NH3,SO2
525,OZONE,NO2,NO2
527,NO2,SO2,SO2
528,CO,OZONE,CO
529,OZONE,NH3,SO2
530,NO2,NH3,SO2
531,OZONE,NH3,SO2
532,OZONE,NH3,SO2
533,NO2,CO,CO
534,PM2.5,PM10,PM10
536,SO2,NH3,SO2
538,OZONE,NH3,SO2
539,PM2.5,PM10,PM10
540,PM2.5,PM10,PM10
541,OZONE,SO2,SO2
543,OZONE,NO2,NO2
544,PM10,NH3,SO2
545,CO,SO2,SO2
552,CO,SO2,NO2
554,SO2,NH3,SO2
555,NO2,CO,CO
557,CO,OZONE,OZONE
562,SO2,NH3,SO2
563,PM2.5,PM10,PM10
564,NO2,SO2,SO2
565,CO,OZONE,OZONE
567,NO2,SO2,SO2
568,PM10,CO,CO
569,NH3,SO2,SO2
575,NO2,SO2,NO2
577,OZONE,SO2,SO2
578,NO2,SO2,SO2
579,NH3,SO2,SO2
581,CO,NO2,NO2
584,CO,OZONE,OZONE
585,OZONE,PM10,PM10
588,CO,SO2,SO2
589,SO2,NO2,NO2
591,NO2,SO2,CO
593,NO2,NH3,SO2
594,PM10,PM2.5,PM2.5
596,CO,OZONE,OZONE
597,NH3,SO2,SO2
600,PM2.5,PM10,PM10
602,SO2,NO2,NO2
603,NO2,SO2,SO2
605,NH3,SO2,SO2
606,PM2.5,CO,NO2
607,PM10,CO,CO
608,NO2,SO2,SO2
609,PM2.5,CO,CO
611,OZONE,SO2,SO2
612,PM10,CO,NO2
613,NH3,SO2,SO2
617,SO2,NH3,SO2
618,PM2.5,PM10,PM10
619,NO2,SO2,NO2
620,SO2,NH3,SO2
621,PM10,PM2.5,PM2.5
622,CO,OZONE,OZONE
624,NO2,CO,CO
625,NH3,SO2,SO2
626,NO2,SO2,NO2
630,SO2,NH3,SO2
631,SO2,NH3,SO2
632,OZONE,NO2,NO2
633,SO2,NH3,NO2
634,CO,OZONE,OZONE
635,PM2.5,CO,NO2
636,PM2.5,OZONE,CO
637,PM10,CO,CO
638,NO2,SO2,NO2
640,SO2,NO2,NO2
643,NH3,SO2,SO2
646,OZONE,NO2,NO2
647,NH3,SO2,NO2
648,NH3,SO2,NO2
649,OZONE,NH3,SO2
650,NH3,NO2,NO2
654,SO2,NO2,NO2
655,PM2.5,NO2,NO2
657,CO,NO2,NO2
658,CO,OZONE,OZONE
659,PM10,NO2,NO2
660,PM2.5,NO2,NO2
661,PM10,NO2,NO2
663,SO2,NH3,SO2
666,SO2,NH3,SO2
668,OZONE,NH3,SO2
669,OZONE,NO2,NO2
671,CO,NH3,SO2
673,PM2.5,PM10,PM10
676,PM2.5,PM10,PM10
677,SO2,NH3,SO2
678,CO,OZONE,OZONE
679,SO2,NH3,SO2
680,PM2.5,PM10,PM10
683,CO,SO2,NO2
684,PM2.5,NO2,NO2
685,NO2,NH3,SO2
687,NO2,NH3,SO2
688,CO,OZONE,OZONE
691,NH3,SO2,SO2
692,NO2,SO2,SO2
693,OZONE,SO2,SO2
694,PM10,NH3,SO2
695,NO2,NH3,SO2
696,SO2,NH3,SO2
699,SO2,NO2,NO2
700,NH3,SO2,SO2
701,CO,OZONE,OZONE
703,OZONE,CO,NO2
704,SO2,NH3,NO2
706,PM2.5,NH3,SO2
707,CO,NO2,NO2
709,PM10,NH3,NO2
710,CO,NO2,NO2
711,PM10,CO,CO
712,SO2,NO2,NO2
714,PM2.5,CO,CO
715,CO,NO2,NO2
716,PM2.5,NO2,NO2
718,PM2.5,PM10,PM10
719,PM10,CO,CO
720,NH3,SO2,SO2
721,NH3,SO2,SO2
722,NH3,SO2,SO2
723,PM10,PM2.5,PM2.5
724,PM2.5,PM10,PM10
727,NO2,OZONE,OZONE
728,SO2,NH3,NO2
730,CO,NO2,NO2
731,SO2,NH3,SO2
733,PM10,PM2.5,PM2.5
735,PM2.5,PM10,PM10
736,PM2.5,NH3,SO2
737,NO2,OZONE,OZONE
741,NO2,NH3,NO2
742,CO,OZONE,OZONE
743,NO2,CO,NO2
744,SO2,NH3,SO2
745,OZONE,NH3,SO2
746,NO2,OZONE,OZONE
747,SO2,NH3,SO2
750,CO,PM10,PM10
751,PM2.5,PM10,PM10
756,NO2,NH3,SO2
757,PM10,PM2.5,PM2.5
759,CO,OZONE,OZONE
761,PM10,PM2.5,PM2.5
773,OZONE,NH3,SO2
774,PM10,PM2.5,PM2.5
775,CO,OZONE,OZONE
776,PM2.5,PM10,PM10
777,OZONE,NH3,SO2
780,CO,NH3,SO2
781,OZONE,NH3,SO2
782,NO2,OZONE,CO
785,SO2,NH3,SO2
786,PM2.5,CO,NO2
787,PM10,CO,CO
788,OZONE,NH3,SO2
789,PM10,OZONE,OZONE
790,PM2.5,NO2,NO2
795,OZONE,NH3,SO2
797,NO2,NH3,NO2
798,OZONE,NH3,NO2
799,PM2.5,PM10,PM10
800,SO2,NH3,SO2
803,PM2.5,PM10,PM10
804,CO,OZONE,OZONE
805,OZONE,NH3,SO2
806,OZONE,SO2,NO2
807,PM2.5,PM10,PM10
810,PM10,PM2.5,PM2.5
815,CO,OZONE,OZONE
816,OZONE,SO2,NO2
818,NH3,SO2,SO2
823,NO2,OZONE,OZONE
826,PM2.5,SO2,SO2
827,SO2,CO,CO
828,PM2.5,CO,CO
829,CO,NH3,SO2
830,PM2.5,NH3,SO2
832,PM2.5,CO,NO2
834,SO2,NH3,SO2
836,CO,OZONE,OZONE
837,PM2.5,NH3,SO2
838,SO2,NH3,SO2
839,CO,NH3,NO2
840,PM2.5,CO,CO
841,NO2,NH3,SO2
843,CO,OZONE,OZONE
844,SO2,NH3,SO2
847,SO2,NH3,SO2
848,NO2,NH3,SO2
849,CO,NO2,NO2
851,PM2.5,OZONE,OZONE
852,NO2,NH3,SO2
854,CO,NH3,NO2
855,OZONE,NH3,SO2
856,PM10,SO2,NO2
857,PM2.5,OZONE,OZONE
858,PM10,CO,NO2
859,SO2,NH3,SO2
861,PM2.5,PM10,PM10
862,PM2.5,NO2,NO2
863,NO2,OZONE,OZONE
866,CO,NO2,NO2
867,SO2,NH3,SO2
868,NO2,SO2,SO2
869,NO2,NH3,SO2
870,PM2.5,NO2,NO2
871,NO2,NH3,SO2
873,SO2,NH3,SO2
874,PM2.5,OZONE,NO2
875,OZONE,SO2,NO2
876,PM2.5,NO2,NO2
877,PM10,NO2,NO2
880,NH3,SO2,SO2
881,CO,OZONE,OZONE
882,OZONE,SO2,SO2
883,NO2,SO2,NO2
884,CO,SO2,NO2
885,PM2.5,CO,CO
886,PM10,NO2,NO2
888,PM2.5,SO2,NO2
892,NH3,SO2,SO2
893,NO2,SO2,SO2
894,CO,NO2,NO2
896,PM10,PM2.5,PM2.5
898,SO2,NH3,SO2
900,NO2,NH3,SO2
902,SO2,NO2,NO2
904,PM2.5,PM10,PM10
905,PM10,PM2.5,PM2.5
906,NO2,PM10,PM10
908,CO,SO2,SO2
909,OZONE,NH3,SO2
911,CO,SO2,NO2
914,CO,OZONE,OZONE
916,PM10,PM2.5,PM2.5
920,PM10,OZONE,OZONE
922,NH3,SO2,SO2
923,NO2,SO2,SO2
924,PM2.5,OZONE,OZONE
925,PM10,CO,CO
926,OZONE,CO,CO
927,NH3,SO2,SO2
930,NO2,CO,NO2
932,NO2,OZONE,OZONE
933,PM10,OZONE,OZONE
934,SO2,NH3,SO2
936,PM10,NH3,SO2
937,SO2,NH3,SO2
946,PM2.5,PM10,PM10
950,SO2,NH3,SO2
951,CO,SO2,NO2
952,NO2,NH3,SO2
954,SO2,NH3,SO2
956,PM2.5,PM10,PM10
957,CO,SO2,NO2
959,NO2,OZONE,OZONE
960,NH3,NO2,NO2
961,SO2,NO2,NO2
963,NO2,CO,CO
964,NH3,SO2,SO2
967,NH3,SO2,SO2
969,PM10,PM2.5,PM2.5
970,NO2,NH3,SO2
971,PM2.5,PM10,PM10
973,PM10,PM2.5,PM2.5
975,PM2.5,NH3,SO2
978,OZONE,SO2,SO2
981,NH3,SO2,SO2
982,NH3,SO2,SO2
985,NO2,OZONE,OZONE
986,SO2,OZONE,OZONE
989,CO,SO2,NO2
991,NO2,CO,PM10
992,SO2,OZONE,OZONE
998,PM2.5,NH3,SO2
999,PM2.5,CO,CO
1001,PM2.5,PM10,PM10
1003,CO,OZONE,OZONE
1004,PM2.5,PM10,PM10
1005,SO2,OZONE,NO2
1008,NO2,NH3,SO2
1009,NO2,OZONE,OZONE
1010,SO2,NH3,SO2
1013,CO,NO2,NO2
1015,NO2,OZONE,OZONE
1016,NH3,NO2,NO2
1018,PM2.5,PM10,PM10
1019,NO2,NH3,NO2
1020,CO,NO2,NO2
1023,NO2,SO2,NO2
1025,NO2,CO,NO2
1026,NH3,SO2,SO2
1029,PM10,PM2.5,PM2.5
1030,NO2,SO2,SO2
1031,PM10,SO2,SO2
1032,PM2.5,CO,NO2
1034,PM10,PM2.5,PM2.5
1035,NH3,SO2,SO2
1037,NO2,SO2,SO2
1042,SO2,NO2,NO2
1043,PM10,CO,CO
1045,NO2,SO2,SO2
1048,PM2.5,SO2,SO2
1049,NO2,SO2,SO2
1052,SO2,NO2,NO2
1054,SO2,NO2,NO2
1055,CO,NO2,NO2
1058,OZONE,NO2,NO2
1059,PM10,NO2,NO2
1061,NH3,NO2,NO2
1063,SO2,NH3,SO2
1064,OZONE,NH3,SO2
1067,CO,OZONE,NO2
1068,CO,SO2,SO2
1069,OZONE,NH3,SO2
1070,PM10,CO,CO
1074,CO,OZONE,OZONE
1076,PM10,OZONE,OZONE
1078,NO2,NH3,SO2
1079,PM2.5,PM10,PM10
1081,PM2.5,PM10,PM10
1082,PM10,PM2.5,PM2.5
1085,OZONE,SO2,NO2
1086,NO2,CO,CO
1087,NH3,SO2,SO2
1088,CO,NO2,NO2
1089,OZONE,NO2,NO2
1090,PM2.5,NO2,NO2
1092,OZONE,NH3,SO2
1093,CO,PM10,PM10
1094,CO,NO2,NO2
1096,OZONE,SO2,SO2
1098,SO2,NO2,NO2
1099,OZONE,SO2,NO2
1101,CO,OZONE,CO
1102,PM10,CO,CO
1103,PM10,PM2.5,PM2.5
1104,SO2,NO2,NO2
1109,SO2,NO2,NO2
1118,SO2,NH3,SO2
1121,SO2,NH3,SO2
1122,PM10,NH3,SO2
1124,OZONE,NO2,NO2
1126,SO2,NH3,SO2
1129,NO2,CO,CO
1130,NO2,NH3,SO2
1131,OZONE,CO,CO
1136,NH3,SO2,SO2
1138,SO2,NO2,NO2
1139,PM10,PM2.5,PM2.5
1140,NO2,PM10,PM10
1142,SO2,NH3,SO2
1144,CO,SO2,NO2
1149,NH3,SO2,SO2
1151,CO,NO2,NO2
1152,NO2,OZONE,OZONE
1153,CO,OZONE,PM2.5
1158,PM2.5,NH3,SO2
1160,SO2,NH3,SO2
1161,PM2.5,SO2,SO2
1162,SO2,NH3,SO2
1163,PM2.5,OZONE,OZONE
1164,NO2,NH3,SO2
1165,OZONE,NH3,SO2
1166,PM10,CO,CO
1167,PM2.5,PM10,PM10
1170,PM10,OZONE,OZONE
1173,OZONE,SO2,SO2
1174,OZONE,SO2,SO2
1175,OZONE,SO2,SO2
1177,NH3,SO2,SO2
1179,PM2.5,SO2,NO2
1180,PM10,CO,NO2
1181,PM2.5,SO2,SO2
1182,NO2,SO2,SO2
1183,NO2,NH3,SO2
1186,NO2,NH3,SO2
1190,PM10,CO,CO
1192,PM2.5,PM10,PM10
1193,PM2.5,PM10,PM10
1194,CO,NH3,SO2
