id,state,city,station,station_code,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
2054,Chhattisgarh,Milupara,Govt. Higher Secondary School, CECB,OZONE,5,107,62
2055,Chhattisgarh,Raipur,AIIMS, CECB,OZONE,1,15,6
2059,Chhattisgarh,Raipur,Krishak 0gar, CECB,OZONE,2,10,5
2080,Delhi,Delhi,DTU, CPCB,OZONE,28,34,31
2082,Delhi,Delhi,Dr. Karni Singh Shooting Range, DPCC,OZONE,1,84,35
2111,Delhi,Delhi,Sri Aurobindo Marg, DPCC,OZONE,3,30,15
2138,Harya0,Charkhi Dadri,Mini Secretariat, HSPCB,OZONE,14,17,15
2140,Harya0,Dharuhera,Municipal Corporation Office,  HSPCB,OZONE,15,89,51
2146,Harya0,Gurugram,NISE Gwal Pahari, IMD,OZONE,4,54,35
2149,Harya0,Gurugram,Vikas Sadan, HSPCB,OZONE,8,68,40
2155,Harya0,Kurukshetra,Sector, HSPCB,OZONE,3,23,11
2161,Harya0,Sirsa,F, HSPCB,OZONE,22,31,26
2165,Jammu_and_Kashmir,Sri0gar,Rajbagh, JKSPCB,OZONE,0,0,0
2170,Kar0taka,Bagalkot,Vidayagiri, KSPCB,OZONE,42,48,46
2174,Kar0taka,Belgaum,Ramteerth 0gar, KSPCB,OZONE,19,20,19
2190,Kar0taka,Dava0gere,Devaraj Urs Badavane, KSPCB,OZONE,18,27,22
2191,Kar0taka,Dharwad,Kalabhavan, KSPCB,OZONE,2,54,22
2194,Kar0taka,Haveri,Ashwini 0gar, KSPCB,OZONE,18,20,19
2211,Kar0taka,Udupi,Brahmagiri, KSPCB,OZONE,23,24,23
2213,Kar0taka,Yadgir,Collector Office, KSPCB,OZONE,18,20,19
2215,Kerala,Eloor,Udyogamandal, Kerala PCB,OZONE,3,85,54
2230,Madhya Pradesh,Gwalior,City Center, MPPCB,OZONE,19,68,39
2233,Madhya Pradesh,Gwalior,Deen Dayal 0gar, MPPCB,OZONE,9,171,93
2246,Madhya Pradesh,Jabalpur,Suhagi, JMC,OZONE,5,199,67
2265,Maharashtra,Amravati,Shri Shivaji Science College, MPCB,OZONE,2,91,67
2281,Maharashtra,Jalgaon,Prabhat Colony, MPCB,OZONE,3,147,87
2285,Maharashtra,Kolhapur,Sinchan Bhavan, MPCB,OZONE,2,106,42
2292,Maharashtra,Mumbai,Bandra Kurla Complex, IITM,OZONE,3,58,27
2301,Maharashtra,Mumbai,Byculla, BMC,OZONE,1,278,182
2312,Maharashtra,Mumbai,Kherwadi_Bandra East, MPCB,OZONE,1,97,63
2320,Maharashtra,Mumbai,Mazgaon, IITM,OZONE,5,186,142
2332,Maharashtra,0gpur,Ambazari, MPCB,OZONE,2,208,116
2334,Maharashtra,0gpur,Opp GPO Civil Lines, MPCB,OZONE,2,152,63
2343,Maharashtra,0vi Mumbai,Nerul, MPCB,OZONE,31,67,39
2364,Maharashtra,Pune,Savitribai Phule Pune University, MPCB,OZONE,1,300,136
2366,Maharashtra,Sangli,Vijay 0gar, MPCB,OZONE,2,65,42
2368,Maharashtra,Solapur,Dnyaneshwar 0gar, MPCB,OZONE,2,92,50
2375,Maharashtra,Ulhas0gar,Sidhi Vi0yak 0gar, MPCB,OZONE,1,211,107
2389,Odisha,Barbil,Forest Office, OSPCB,OZONE,3,119,55
2394,Odisha,Byasa0gar,Ferro Chrome Colony, OSPCB,OZONE,18,153,85
2398,Odisha,Keonjhar,Jagamohanpur, OSPCB,OZONE,3,35,17
2401,Odisha,0yagarh,Dabu0, OSPCB,OZONE,2,14,5
2409,Puducherry,Puducherry,Jawahar 0gar, PPCC,OZONE,13,45,29
2418,Rajasthan,Alwar,Moti Doongri, RSPCB,OZONE,5,34,17
2427,Rajasthan,Bhiwadi,RIICO Ind. Area III, RSPCB,OZONE,11,27,17
2430,Rajasthan,Chittorgarh,Shastri 0gar, RSPCB,OZONE,8,80,54
2432,Rajasthan,Dausa,Khatikan Mohalla, RSPCB,OZONE,3,118,98
2439,Rajasthan,Jaipur,Police Commissionerate, RSPCB,OZONE,10,99,52
2441,Rajasthan,Jaipur,Sector, RSPCB,OZONE,6,190,86
2444,Rajasthan,Jaisalmer,Sadar Bazar, RSPCB,OZONE,1,142,85
2446,Rajasthan,Jalore,Mudtra Sili, RSPCB,OZONE,15,155,94
2453,Rajasthan,Jodhpur,Samrat Ashok Udhyan, RSPCB,OZONE,4,142,49
2456,Rajasthan,Kota,Dhanmandi, RSPCB,OZONE,3,89,28
2463,Rajasthan,Rajsamand,Dhoinda, RSPCB,OZONE,13,82,56
2465,Rajasthan,Sawai Madhopur,Sahu 0gar, RSPCB,OZONE,98,104,101
2472,Rajasthan,Sirohi,Vedhay0th Colony, RSPCB,OZONE,11,164,101
2476,Tamil0du,Chengalpattu,Crescent University, TNPCB,OZONE,6,6,6
2478,Tamil0du,Chen0i,Gandhi 0gar_Ennore, TNPCB,OZONE,1,3,3
2497,Telanga0,Hyderabad,Central University, TSPCB,OZONE,2,4,3
2510,Telanga0,Hyderabad,Zoo Park, TSPCB,OZONE,16,46,26
2517,Uttar_Pradesh,Agra,Sector, UPPCB,OZONE,3,6,4
2530,Uttar_Pradesh,Ghaziabad,Sanjay 0gar, UPPCB,OZONE,7,90,44
2536,Uttar_Pradesh,Greater Noida,Knowledge Park , UPPCB,OZONE,4,180,77
2539,Uttar_Pradesh,Hapur,A0nd Vihar, UPPCB,OZONE,3,41,10
2542,Uttar_Pradesh,Jhansi,Shivaji 0gar, UPPCB,OZONE,1,73,50
2545,Uttar_Pradesh,Kanpur,NSI Kalyanpur, UPPCB,OZONE,8,35,20
2552,Uttar_Pradesh,Lucknow,Gomti 0gar, UPPCB,OZONE,50,67,61
2554,Uttar_Pradesh,Lucknow,Kendriya Vidyalaya, CPCB,OZONE,6,46,32
2580,Uttar_Pradesh,Prayagraj,Motilal Nehru NIT, UPPCB,OZONE,5,25,11
2582,Uttar_Pradesh,Prayagraj,0gar Nigam, UPPCB,OZONE,4,11,7
2590,Uttarakhand,Rishikesh,Shivaji 0gar, UKPCB,OZONE,5,37,16
2592,West_Bengal,Asansol,Asansol Court Area, WBPCB,OZONE,7,77,36
2597,West_Bengal,Howrah,Belur Math, WBPCB,OZONE,3,62,33
2605,West_Bengal,Kolkata,Ballygunge, WBPCB,OZONE,7,87,40
2609,West_Bengal,Kolkata,Jadavpur, WBPCB,OZONE,1,51,24
2611,West_Bengal,Kolkata,Rabindra Bharati University, WBPCB,OZONE,4,71,41
2617,West_Bengal,Kolkata,Victoria, WBPCB,OZONE,5,87,34
2626,Andhra_Pradesh,Tirupati,Vaikuntapuram, APPCB,OZONE,4,26,19
2635,Assam,Guwahati,LGBI Airport, PCBA,OZONE,1,17,6
2642,Bihar,Arrah,New DM Office, BSPCB,OZONE,10,37,13
2649,Bihar,Bihar Sharif,D M Colony, BSPCB,OZONE,4,32,20
2650,Bihar,Chhapra,Darshan 0gar, BSPCB,OZONE,1,2,1
2659,Bihar,Hajipur,Industrial Area, BSPCB,OZONE,8,44,20
2664,Bihar,Manguraha,Forest Rest House, BSPCB,OZONE,11,61,42
2668,Bihar,Muzaffarpur,MIT, BSPCB,OZONE,3,69,47
2672,Bihar,Pat0,DRM Office Da0pur, BSPCB,OZONE,2,55,40
2675,Bihar,Pat0,Govt. High School Shikarpur, BSPCB,OZONE,10,68,34
2678,Bihar,Pat0,Rajbansi 0gar, BSPCB,OZONE,3,55,17
2682,Bihar,Purnia,Mariam 0gar, BSPCB,OZONE,1,4,2
2684,Bihar,Rajgir,Dangi Tola, BSPCB,OZONE,22,31,24
2692,Bihar,Sasaram,Dada Peer, BSPCB,OZONE,3,4,4
2700,Chhattisgarh,Korba,Rampur, CECB,OZONE,2,5,3
2708,Chhattisgarh,Raipur,Siltara Phase, CECB,OZONE,3,9,4
2710,Chhattisgarh,Tumidih,OP Jindal Industrial Park, CECB,OZONE,3,95,47
2713,Delhi,Delhi,A0nd Vihar, DPCC,OZONE,7,21,14
2715,Delhi,Delhi,Ashok Vihar, DPCC,OZONE,2,12,5
2718,Delhi,Delhi,Bawa0, DPCC,OZONE,2,30,12
2725,Delhi,Delhi,ITO, CPCB,OZONE,8,55,27
2727,Delhi,Delhi,Jahangirpuri, DPCC,OZONE,8,57,26
2751,Delhi,Delhi,Sirifort, CPCB,OZONE,6,40,17
2756,Delhi,Delhi,Wazirpur, DPCC,OZONE,41,43,43
2764,Gujarat,Ahmedabad,Rakhial, IITM,OZONE,1,62,33
2789,Harya0,Faridabad,Sector 30, HSPCB,OZONE,4,36,17
2799,Harya0,Gurugram,Teri Gram, HSPCB,OZONE,8,85,85
2804,Harya0,Hisar,Urban Estate, HSPCB,OZONE,11,142,73
2807,Harya0,Kaithal,Rishi 0gar, HSPCB,OZONE,8,26,18
2817,Harya0,Manesar,Sector, HSPCB,OZONE,1,57,22
2823,Harya0,Sonipat,Murthal, HSPCB,OZONE,16,35,29
2824,Harya0,Yamu0 0gar,Gobind Pura, HSPCB,OZONE,5,20,13
2827,Jharkhand,Dhanbad,Kalakusuma, DMC,OZONE,19,29,23
2828,Jharkhand,Dhanbad,Sardar Patel 0gar, JSPCB,OZONE,11,14,11
2836,Kar0taka,Bengaluru,Bapuji 0gar, KSPCB,OZONE,11,12,11
2837,Kar0taka,Bengaluru,Hebbal, KSPCB,OZONE,7,8,7
2840,Kar0taka,Bengaluru,Jaya0gar 5th Block, KSPCB,OZONE,3,11,9
2853,Kar0taka,Chamaraja0gar,Urban, KSPCB,OZONE,15,38,28
2860,Kar0taka,Gadag,Panchal 0gar, KSPCB,OZONE,28,58,44
2863,Kar0taka,Hubballi,Deshpande 0gar, KSPCB,OZONE,11,51,26
2866,Kar0taka,Hubballi,Lingaraj 0gar, KSPCB,OZONE,23,80,63
2870,Kar0taka,Kalaburagi,Mahatma Basaveswar Colony, KSPCB,OZONE,7,61,35
2879,Kar0taka,Mysuru,Hebbal 1st Stage, KSPCB,OZONE,4,85,54
2890,Kerala,Kannur,Thavakkara, Kerala PCB,OZONE,31,35,31
2903,Madhya Pradesh,Bhopal,Idgah Hills, MPPCB,OZONE,38,130,96
2918,Madhya Pradesh,Jabalpur,Gupteshwar, JMC,OZONE,6,206,85
2925,Madhya Pradesh,Pithampur,Sector, MPPCB,OZONE,20,68,50
2927,Madhya Pradesh,Sagar,Civil Lines, MPPCB,OZONE,39,58,42
2932,Madhya Pradesh,Singrauli,Suryakiran Bhawan NCL, MPPCB,OZONE,17,80,36
2944,Maharashtra,Belapur,CBD Belapur, MPCB,OZONE,53,306,176
2947,Maharashtra,Chandrapur,Chauhan Colony, MPCB,OZONE,2,30,11
2956,Maharashtra,Malegaon,Mahesh 0gar, MPCB,OZONE,2,70,47
2959,Maharashtra,Mira-Bhayandar,Bhayandar West, MPCB,OZONE,1,122,71
2961,Maharashtra,Mumbai,Chakala, IITM,OZONE,38,65,50
2974,Maharashtra,Mumbai,Mindspace, MPCB,OZONE,1,138,95
2978,Maharashtra,Mumbai,0vy 0gar, IITM,OZONE,4,202,156
2984,Maharashtra,Mumbai,Sion, MPCB,OZONE,10,88,31
2999,Maharashtra,0shik,Gangapur Road, MPCB,OZONE,4,85,60
3006,Maharashtra,0vi Mumbai,Sanpada, MPCB,OZONE,1,305,144
3008,Maharashtra,0vi Mumbai,Sector, MPCB,OZONE,1,174,89
3018,Maharashtra,Pune,Revenue Colony, IITM,OZONE,2,59,20
3026,Maharashtra,Solapur,Ratandeep Housing Society, MPCB,OZONE,1,44,25
3033,Maharashtra,Virar,Bolinj, MPCB,OZONE,2,106,85
3037,Manipur,Imphal,Manipur University, Manipur PCB,OZONE,2,14,10
3047,Odisha,Balasore,Kalidaspur, OSPCB,OZONE,3,82,47
3052,Odisha,Bhubaneswar,Patia, OSPCB,OZONE,3,155,85
3076,Punjab,Mandi Gobindgarh,RIMT University, PPCB,OZONE,36,38,37
3080,Rajasthan,Ajmer,Civil Lines, RSPCB,OZONE,2,67,23
3084,Rajasthan,Banswara,Rati Talai, RSPCB,OZONE,6,213,115
3085,Rajasthan,Baran,Bamboliya, RSPCB,OZONE,2,156,108
3088,Rajasthan,Bharatpur,Krish0 0gar, RSPCB,OZONE,7,135,65
3104,Rajasthan,Dholpur,Raja Ganj, RSPCB,OZONE,1,145,74
3107,Rajasthan,Hanumangarh,Housing Board, RSPCB,OZONE,5,13,8
3136,Rajasthan,Kota,Shri0th Puram, RSPCB,OZONE,21,90,52
3142,Rajasthan,Pratapgarh,Pragati 0gar, RSPCB,OZONE,65,138,98
3146,Rajasthan,Sikar,Radhakishan Pura, RSPCB,OZONE,7,116,79
3148,Rajasthan,Sri Ganga0gar,Old City, RSPCB,OZONE,1,50,18
3158,Tamil0du,Chen0i,Alandur Bus Depot, CPCB,OZONE,17,31,23
3169,Tamil0du,Chen0i,Ma0li, CPCB,OZONE,9,24,12
3194,Telanga0,Hyderabad,Kokapet, TSPCB,OZONE,1,40,15
3200,Telanga0,Hyderabad,New Malakpet, TSPCB,OZONE,4,40,25
3217,Uttar_Pradesh,Agra,Sanjay Palace, UPPCB,OZONE,1,53,35
3221,Uttar_Pradesh,Agra,Shahjahan Garden, UPPCB,OZONE,5,70,11
3224,Uttar_Pradesh,Agra,Shastripuram, UPPCB,OZONE,1,18,13
3239,Uttar_Pradesh,Ghaziabad,Loni, UPPCB,OZONE,1,111,47
3241,Uttar_Pradesh,Ghaziabad,Vasundhara, UPPCB,OZONE,10,169,92
3243,Uttar_Pradesh,Gorakhpur,Madan Mohan Malaviya University of Technology, UPPCB,OZONE,2,15,8
3258,Uttar_Pradesh,Lucknow,B R Ambedkar University, UPPCB,OZONE,2,67,32
3275,Uttar_Pradesh,Moradabad,Employment Office, UPPCB,OZONE,8,16,10
3280,Uttar_Pradesh,Noida,Sector , IMD,OZONE,10,51,23
3281,Uttar_Pradesh,Noida,Sector, UPPCB,OZONE,5,74,34
3301,West_Bengal,Barrackpore,SVSPA Campus, WBPCB,OZONE,9,81,33
3304,West_Bengal,Durgapur,Sidhu Kanhu Indoor Stadium, WBPCB,OZONE,1,55,8
3310,West_Bengal,Kolkata,Fort William, WBPCB,OZONE,24,92,50
3314,West_Bengal,Kolkata,Rabindra Sarobar, WBPCB,OZONE,3,90,45
5,Andhra_Pradesh,Tirupati,Vaikuntapuram, APPCB,PM10,16,250,91
7,Andhra_Pradesh,Vijayawada,HB Colony, APPCB,PM10,31,66,46
21,Bihar,Arrah,New DM Office, BSPCB,PM10,105,260,170
31,Bihar,Hajipur,Industrial Area, BSPCB,PM10,134,473,225
46,Bihar,Pat0,Govt. High School Shikarpur, BSPCB,PM10,70,500,204
60,Chandigarh,Chandigarh,Sector 22, CPCC,PM10,146,411,236
72,Chhattisgarh,Raipur,AIIMS, CECB,PM10,0,0,0
76,Chhattisgarh,Raipur,Krishak 0gar, CECB,PM10,98,171,126
82,Delhi,Delhi,A0nd Vihar, DPCC,PM10,290,500,381
85,Delhi,Delhi,Aya 0gar, IMD,PM10,139,298,244
96,Delhi,Delhi,Lodhi Road, IMD,PM10,151,339,220
98,Delhi,Delhi,Major Dhyan Chand 0tio0l Stadium, DPCC,PM10,159,434,301
101,Delhi,Delhi,Mandir Marg, DPCC,PM10,146,440,260
103,Delhi,Delhi,Mundka, DPCC,PM10,210,500,355
108,Delhi,Delhi,0rela, DPCC,PM10,150,402,238
113,Delhi,Delhi,North Campus, IMD,PM10,0,0,0
117,Delhi,Delhi,Pusa, DPCC,PM10,235,447,370
121,Delhi,Delhi,Sirifort, CPCB,PM10,60,452,284
123,Delhi,Delhi,Sonia Vihar, DPCC,PM10,184,448,314
141,Gujarat,Gandhi0gar,GIFT City, IITM,PM10,89,125,105
159,Harya0,Faridabad,Sector 30, HSPCB,PM10,135,148,141
167,Harya0,Gurugram,NISE Gwal Pahari, IMD,PM10,103,299,206
168,Harya0,Gurugram,Sector, HSPCB,PM10,137,481,204
171,Harya0,Hisar,Urban Estate, HSPCB,PM10,110,226,160
189,Harya0,Panipat,Sector, HSPCB,PM10,168,177,173
195,Jharkhand,Dhanbad,Kalakusuma, DMC,PM10,46,272,122
199,Kar0taka,Bagalkot,Vidayagiri, KSPCB,PM10,54,55,54
200,Kar0taka,Belgaum,Ramteerth 0gar, KSPCB,PM10,45,108,69
218,Kar0taka,Hubballi,Lingaraj 0gar, KSPCB,PM10,63,73,66
228,Kar0taka,Madikeri,Stuart Hill, KSPCB,PM10,21,89,39
233,Kar0taka,Rama0gara,Vijay 0gar, KSPCB,PM10,24,67,42
234,Kar0taka,Shivamogga,Vinoba 0gara, KSPCB,PM10,41,56,48
236,Kar0taka,Tumakuru,Thimmalapura, KSPCB,PM10,76,177,131
239,Kerala,Eloor,Udyogamandal, Kerala PCB,PM10,25,27,26
250,Madhya Pradesh,Damoh,Shrivastav Colony, MPPCB,PM10,40,179,85
256,Madhya Pradesh,Indore,Chhoti Gwaltoli, MPPCB,PM10,109,338,180
262,Madhya Pradesh,Jabalpur,Marhatal, MPPCB,PM10,99,247,153
273,Madhya Pradesh,Sagar,Deen Dayal 0gar, MPPCB,PM10,57,134,104
287,Maharashtra,Aurangabad,More Chowk Waluj, MPCB,PM10,132,237,168
295,Maharashtra,Jal0,Old MIDC, MPCB,PM10,131,356,184
299,Maharashtra,Kolhapur,Sinchan Bhavan, MPCB,PM10,126,422,215
305,Maharashtra,Mumbai,Bandra Kurla Complex, IITM,PM10,121,195,163
308,Maharashtra,Mumbai,Bandra Kurla Complex, MPCB,PM10,127,354,191
311,Maharashtra,Mumbai,Borivali East, MPCB,PM10,64,160,95
328,Maharashtra,Mumbai,Kandivali West, BMC,PM10,152,296,214
331,Maharashtra,Mumbai,Kherwadi_Bandra East, MPCB,PM10,124,223,161
341,Maharashtra,Mumbai,Sewri, BMC,PM10,125,217,166
350,Maharashtra,Mumbai,Vile Parle West, MPCB,PM10,0,0,0
359,Maharashtra,0vi Mumbai,Kopripada, MPCB,PM10,109,285,151
371,Maharashtra,Pimpri-Chinchwad,Park Street Wakad, MPCB,PM10,114,297,217
373,Maharashtra,Pimpri-Chinchwad,Thergaon, MPCB,PM10,100,287,188
378,Maharashtra,Sangli,Vijay 0gar, MPCB,PM10,80,178,127
391,Manipur,Imphal,DM College of Science, Manipur PCB,PM10,9,97,32
397,Odisha,Balasore,Kalidaspur, OSPCB,PM10,107,495,210
401,Odisha,Baripada,Meher Colony, OSPCB,PM10,87,135,105
411,Odisha,Rourkela,Fertilizer Township, OSPCB,PM10,85,88,86
416,Odisha,Rourkela,Sector, OSPCB,PM10,63,163,101
421,Punjab,Amritsar,Golden Temple, PPCB,PM10,52,277,133
429,Punjab,Ludhia0,Punjab Agricultural University, PPCB,PM10,88,417,204
433,Punjab,Rup0gar,Ratanpura, Ambuja Cements,PM10,90,203,140
443,Rajasthan,Barmer,Railway Colony, RSPCB,PM10,106,406,146
450,Rajasthan,Bundi,New Colony, RSPCB,PM10,134,389,209
456,Rajasthan,Jaipur,Police Commissionerate, RSPCB,PM10,110,422,271
460,Rajasthan,Jalore,Mudtra Sili, RSPCB,PM10,122,464,225
473,Rajasthan,Karauli,Satyawati Vihar, RSPCB,PM10,86,350,171
484,Rajasthan,Pali,Indira Colony Vistar, RSPCB,PM10,110,218,144
490,Rajasthan,Sri Ganga0gar,Old City, RSPCB,PM10,184,500,411
492,Rajasthan,Udaipur,Ashok 0gar, RSPCB,PM10,133,340,194
499,Tamil0du,Chen0i,Gandhi 0gar_Ennore, TNPCB,PM10,39,116,65
511,Tamil0du,Vellore,Vasanthapuram, TNPCB,PM10,0,0,0
515,Telanga0,Hyderabad,ECIL Kapra, TSPCB,PM10,70,107,83
544,Uttar_Pradesh,Ghaziabad,Indirapuram, UPPCB,PM10,0,0,0
559,Uttar_Pradesh,Hapur,A0nd Vihar, UPPCB,PM10,132,408,220
568,Uttar_Pradesh,Lucknow,Kukrail Picnic Spot, UPPCB,PM10,82,120,99
574,Uttar_Pradesh,Meerut,Pallavpuram Phase 2, UPPCB,PM10,69,212,127
583,Uttar_Pradesh,Moradabad,Jigar Colony, UPPCB,PM10,109,300,149
586,Uttar_Pradesh,Moradabad,Transport 0gar, UPPCB,PM10,76,236,137
594,Uttar_Pradesh,Noida,Sector, UPPCB,PM10,142,414,260
601,Uttar_Pradesh,Prayagraj,0gar Nigam, UPPCB,PM10,88,195,135
604,Uttar_Pradesh,Vara0si,Bhelupur, UPPCB,PM10,61,163,93
607,Uttar_Pradesh,Vara0si,IESD Ba0ras Hindu University, UPPCB,PM10,46,110,75
612,Uttarakhand,Rishikesh,Shivaji 0gar, UKPCB,PM10,60,99,78
614,West_Bengal,Asansol,Asansol Court Area, WBPCB,PM10,74,256,136
621,West_Bengal,Howrah,Belur Math, WBPCB,PM10,61,426,241
637,Andhra_Pradesh,Chittoor,Gangineni Cheruvu, APPCB,PM10,23,85,48
659,Assam,Silchar,Tarapur, PCBA,PM10,35,39,37
661,Assam,Sivasagar,Girls College, PCBA,PM10,36,89,56
664,Bihar,Aurangabad,Gurdeo 0gar, BSPCB,PM10,65,291,118
674,Bihar,Bihar Sharif,D M Colony, BSPCB,PM10,106,340,160
694,Bihar,Pat0,Rajbansi 0gar, BSPCB,PM10,0,0,0
709,Chhattisgarh,Bilaspur,Mangala, NTPC,PM10,0,0,0
711,Chhattisgarh,Chhal,0wapara SECL Colony, CECB,PM10,46,146,84
719,Chhattisgarh,Milupara,Govt. Higher Secondary School, CECB,PM10,50,104,71
723,Chhattisgarh,Raipur,Siltara Phase, CECB,PM10,113,198,157
725,Delhi,Delhi,Alipur, DPCC,PM10,134,369,217
733,Delhi,Delhi,DTU, CPCB,PM10,213,420,348
757,Delhi,Delhi,Okhla Phase, DPCC,PM10,181,415,298
761,Delhi,Delhi,Pusa, IMD,PM10,125,339,225
762,Delhi,Delhi,R K Puram, DPCC,PM10,175,500,292
771,Delhi,Delhi,Sri Aurobindo Marg, DPCC,PM10,172,336,236
774,Delhi,Delhi,Wazirpur, DPCC,PM10,271,468,378
779,Gujarat,Ahmedabad,Gyaspur, IITM,PM10,133,230,162
787,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel Stadium, IITM,PM10,68,142,98
789,Gujarat,Ankleshwar,GIDC, GPCB,PM10,12,168,111
791,Gujarat,Surat,Science Center, SMC,PM10,132,233,167
792,Gujarat,Vapi,Phase, GPCB,PM10,122,390,219
793,Gujarat,Vatva,Phase, GPCB,PM10,112,213,141
810,Harya0,Gurugram,Teri Gram, HSPCB,PM10,62,193,158
813,Harya0,Mandikhera,General Hospital, HSPCB,PM10,119,274,160
817,Harya0,Sirsa,F, HSPCB,PM10,62,136,85
820,Harya0,Sonipat,Murthal, HSPCB,PM10,112,233,149
856,Kar0taka,Chamaraja0gar,Urban, KSPCB,PM10,39,55,46
858,Kar0taka,Chikkaballapur,Chikkaballapur Rural, KSPCB,PM10,48,116,68
877,Kar0taka,Mysuru,Hebbal 1st Stage, KSPCB,PM10,31,54,43
886,Kar0taka,Udupi,Brahmagiri, KSPCB,PM10,33,94,52
890,Kerala,Kochi,Vyttila, Kerala PCB,PM10,54,154,86
896,Madhya Pradesh,Bhopal,Idgah Hills, MPPCB,PM10,106,192,163
905,Madhya Pradesh,Gwalior,Phool Bagh, Mondelez Ind. Food,PM10,121,414,258
912,Madhya Pradesh,Jabalpur,Gupteshwar, JMC,PM10,50,159,89
916,Madhya Pradesh,Jabalpur,Suhagi, JMC,PM10,100,193,145
918,Madhya Pradesh,Katni,Gole Bazar, MPPCB,PM10,68,422,162
920,Madhya Pradesh,Maihar,Sahilara, KJS Cements,PM10,32,151,84
925,Madhya Pradesh,Sat0,Bandhavgar Colony, Birla Cement,PM10,36,95,57
928,Madhya Pradesh,Ujjain,Mahakaleshwar Temple, MPPCB,PM10,128,296,189
931,Maharashtra,Amravati,Shivneri Colony, MPCB,PM10,148,192,166
933,Maharashtra,Aurangabad,MIDC Chilkaltha0, MPCB,PM10,4,317,185
936,Maharashtra,Belapur,CBD Belapur, MPCB,PM10,0,0,0
940,Maharashtra,Chandrapur,Chauhan Colony, MPCB,PM10,129,224,168
947,Maharashtra,Jalgaon,Prabhat Colony, MPCB,PM10,80,286,140
966,Maharashtra,Mumbai,Chakala, IITM,PM10,100,196,145
969,Maharashtra,Mumbai,Chhatrapati Shivaji Intl. Airport (T2), MPCB,PM10,68,165,127
972,Maharashtra,Mumbai,Colaba, MPCB,PM10,86,154,119
973,Maharashtra,Mumbai,Kandivali East, MPCB,PM10,85,152,121
980,Maharashtra,Mumbai,Mazgaon, IITM,PM10,108,152,128
984,Maharashtra,Mumbai,Mulund West, MPCB,PM10,105,219,146
988,Maharashtra,Mumbai,Powai, MPCB,PM10,103,187,135
1002,Maharashtra,0gpur,Ambazari, MPCB,PM10,138,256,172
1029,Maharashtra,Pune,Alandi, IITM,PM10,70,238,154
1031,Maharashtra,Pune,Bhosari, IITM,PM10,0,0,0
1033,Maharashtra,Pune,Karve Road, MPCB,PM10,33,163,79
1034,Maharashtra,Pune,Revenue Colony, IITM,PM10,126,322,222
1039,Maharashtra,Solapur,Dnyaneshwar 0gar, MPCB,PM10,84,444,160
1041,Maharashtra,Solapur,Ratandeep Housing Society, MPCB,PM10,97,228,128
1043,Maharashtra,Solapur,Solapur, MPCB,PM10,69,116,89
1047,Maharashtra,Thane,Pimpleshwar Mandir, MPCB,PM10,135,229,170
1059,Meghalaya,Shillong,Lumpyngngad, Meghalaya PCB,PM10,19,73,32
1070,Odisha,Brajraj0gar,GM Office, OSPCB,PM10,45,178,102
1073,Odisha,Byasa0gar,Ferro Chrome Colony, OSPCB,PM10,83,197,119
1076,Odisha,Keonjhar,Jagamohanpur, OSPCB,PM10,20,166,120
1082,Odisha,Suakati,OMC Colony, OSPCB,PM10,93,154,126
1084,Odisha,Talcher,Talcher Coalfields, OSPCB,PM10,115,432,240
1097,Punjab,Mandi Gobindgarh,RIMT University, PPCB,PM10,60,328,155
1102,Rajasthan,Alwar,Moti Doongri, RSPCB,PM10,63,134,92
1103,Rajasthan,Banswara,Rati Talai, RSPCB,PM10,126,275,218
1112,Rajasthan,Dausa,Khatikan Mohalla, RSPCB,PM10,66,347,157
1113,Rajasthan,Dholpur,Raja Ganj, RSPCB,PM10,91,444,229
1122,Rajasthan,Jaipur,RIICO Sitapura, RSPCB,PM10,0,0,0
1132,Rajasthan,Jodhpur,Digari Kalan, RSPCB,PM10,114,329,158
1133,Rajasthan,Jodhpur,Jhalamand, RSPCB,PM10,134,400,191
1139,Rajasthan,Kota,Shri0th Puram, RSPCB,PM10,129,255,186
1147,Rajasthan,Sawai Madhopur,Sahu 0gar, RSPCB,PM10,74,345,179
1154,Rajasthan,Tonk,Shastri 0gar, RSPCB,PM10,70,500,221
1166,Tamil0du,Cuddalore,Kudikadu, TNPCB,PM10,27,92,59
1168,Tamil0du,Gummidipoondi,Anthoni Pillai 0gar, TNPCB,PM10,56,242,133
1170,Tamil0du,Ooty,Bombay Castel, TNPCB,PM10,6,66,36
1180,Tamil0du,Tirupur,Kumaran College, TNPCB,PM10,28,106,54
1190,Telanga0,Hyderabad,IITH Kandi, TSPCB,PM10,66,108,85
1198,Telanga0,Hyderabad,Zoo Park, TSPCB,PM10,91,155,125
1202,Uttar_Pradesh,Agra,Sector, UPPCB,PM10,60,347,144
1208,Uttar_Pradesh,Firozabad,0gla Bhau, UPPCB,PM10,37,186,89
1247,Uttar_Pradesh,Noida,Sector , UPPCB,PM10,150,465,238
1251,Uttar_Pradesh,Prayagraj,Jhunsi, UPPCB,PM10,67,219,128
1263,West_Bengal,Barrackpore,SVSPA Campus, WBPCB,PM10,102,314,182
1272,West_Bengal,Kolkata,Bidhan0gar, WBPCB,PM10,92,227,155
1279,West_Bengal,Kolkata,Victoria, WBPCB,PM10,102,248,173
